timestamp,src_ip,dst_ip,src_port,dst_port,user,host,event_type,severity,bytes_in,bytes_out,message
2026-03-04 01:28:36,10.1.254.186,10.1.24.229,53,8080,tkim,SRV-14,DNS_QUERY,2,29657,45134,DNS query for record A from 10.1.254.186: git.internal.corp
2026-03-04 01:28:48,192.168.59.220,192.168.140.123,8080,22,kwilson,WS-00,LOGIN_FAILURE,6,8557,39085,"An account failed to log on. Subject: kwilson, Logon Type: 3, Workstation: 192.168.59.220"
2026-03-04 01:29:00,172.16.246.194,192.168.19.139,8080,22,ljohnson,WS-14,PROCESS_EXEC,3,56841,0,New process: Image powershell.exe run by ljohnson on 172.16.246.194
2026-03-04 01:29:12,172.16.227.136,192.168.167.206,445,443,mchen,WS-16,PROCESS_EXEC,3,0,0,New process: Image cmd.exe run by mchen on 172.16.227.136
2026-03-04 01:29:24,10.1.96.23,192.168.167.200,443,445,jdavis,SRV-16,DNS_QUERY,2,22149,4897,DNS query for record A from 10.1.96.23: proxy.edge.local
2026-03-04 01:29:36,10.1.25.92,172.16.163.40,8080,22,hkobayashi,SRV-05,FIREWALL_ALLOW,3,6286,2587,Connection allowed 10.1.25.92:8080 -> 172.16.163.40:22 proto tcp zone DMZ->CORP
2026-03-04 01:29:48,10.0.0.12,172.16.75.119,123,1433,jdavis,SRV-00,LOGIN_FAILURE,6,33126,20070,"An account failed to log on. Subject: jdavis, Logon Type: 3, Workstation: 10.0.0.12"
2026-03-04 01:30:00,172.16.188.52,10.1.160.77,53,3389,dpetrov,WS-12,METADATA_UPDATE,2,13235,35386,Agent heartbeat received from 172.16.188.52
2026-03-04 01:30:12,10.0.0.14,10.1.122.20,443,1433,svillegas,SRV-00,PRIVILEGE_USE,4,13751,15431,svillegas used privileged command sc query security on 10.1.122.20
2026-03-04 01:30:24,10.1.117.158,192.168.57.94,445,22,msilva,SRV-17,LOGIN_FAILURE,6,34471,26433,"An account failed to log on. Subject: msilva, Logon Type: 3, Workstation: 10.1.117.158"
2026-03-04 01:30:36,10.0.0.23,192.168.69.214,443,53,mchen,SRV-00,FILE_ACCESS,3,27222,63001,mchen accessed file /data/share/config.json from 10.0.0.23
2026-03-04 01:30:48,172.16.179.137,10.1.220.50,80,80,dpetrov,WS-17,LOGIN_SUCCESS,2,64763,11807,User dpetrov logged on from 172.16.179.137 to 10.1.220.50:80 primary group Users
2026-03-04 01:31:00,10.0.0.104,10.0.0.149,80,3389,tkim,SRV-00,LOGIN_FAILURE,6,59867,0,"An account failed to log on. Subject: tkim, Logon Type: 3, Workstation: 10.0.0.104"
2026-03-04 01:31:12,172.16.240.21,10.1.123.228,53,80,ljohnson,WS-01,FIREWALL_ALLOW,3,5170,0,Connection allowed 172.16.240.21:53 -> 10.1.123.228:80 proto tcp zone DMZ->CORP
2026-03-04 01:31:24,192.168.255.29,172.16.143.211,389,80,mchen,WS-09,METADATA_UPDATE,2,6014,18139,Agent heartbeat received from 192.168.255.29
2026-03-04 01:31:36,10.1.147.231,10.1.187.52,138,135,hkobayashi,SRV-07,METADATA_UPDATE,2,0,0,Agent heartbeat received from 10.1.147.231
2026-03-04 01:31:48,172.16.172.175,10.0.0.227,138,443,ljohnson,WS-15,LOGIN_FAILURE,6,52461,0,"An account failed to log on. Subject: ljohnson, Logon Type: 3, Workstation: 172.16.172.175"
2026-03-04 01:32:00,10.1.208.82,10.1.33.170,123,1433,ljohnson,SRV-08,FILE_ACCESS,3,21860,7686,ljohnson accessed file /data/share/backup.sql from 10.1.208.82
2026-03-04 01:32:12,192.168.21.111,10.1.38.24,60742,389,msilva,WS-11,FILE_ACCESS,3,57430,49774,msilva accessed file /data/share/config.json from 192.168.21.111
2026-03-04 01:32:24,192.168.160.140,10.0.0.47,443,389,svillegas,WS-00,LOGIN_SUCCESS,2,0,53907,User svillegas logged on from 192.168.160.140 to 10.0.0.47:389 primary group Users
2026-03-04 01:32:36,172.16.87.159,10.0.0.133,3389,8080,agarcia,WS-19,LOGIN_SUCCESS,2,29358,0,User agarcia logged on from 172.16.87.159 to 10.0.0.133:8080 primary group Users
2026-03-04 01:32:48,192.168.62.55,192.168.169.183,8080,22,hkobayashi,WS-15,FIREWALL_DENY,7,32581,50446,Connection blocked 192.168.62.55:8080 -> 192.168.169.183:22 rule 1042 denied
2026-03-04 01:33:00,192.168.221.177,172.16.108.233,59486,53,kwilson,WS-17,CONFIG_CHANGE,5,20568,61510,Config change on 172.16.108.233: time sync policy
2026-03-04 01:33:12,192.168.226.191,192.168.69.199,123,135,kwilson,WS-11,LOGIN_FAILURE,6,36458,29190,"An account failed to log on. Subject: kwilson, Logon Type: 3, Workstation: 192.168.226.191"
2026-03-04 01:33:24,10.1.15.27,172.16.5.180,389,445,tkim,SRV-15,METADATA_UPDATE,2,58220,58733,Agent heartbeat received from 10.1.15.27
2026-03-04 01:33:36,172.16.159.53,192.168.97.207,138,80,msilva,WS-13,PROCESS_EXEC,3,0,2329,New process: Image chrome.exe run by msilva on 172.16.159.53
2026-03-04 01:33:48,10.1.220.53,10.1.117.164,8080,123,rlopez,SRV-00,FILE_ACCESS,3,11913,39924,rlopez accessed file /data/share/backup.sql from 10.1.220.53
2026-03-04 01:34:00,10.0.0.59,172.16.149.99,138,135,hkobayashi,SRV-00,METADATA_UPDATE,2,29218,43512,Agent heartbeat received from 10.0.0.59
2026-03-04 01:34:12,10.1.44.174,192.168.123.31,123,8080,tkim,SRV-04,PRIVILEGE_USE,4,59314,29064,tkim used privileged command net user /add on 192.168.123.31
2026-03-04 01:34:24,10.1.223.183,10.0.0.245,3389,123,mchen,SRV-03,FIREWALL_DENY,7,13935,21516,Connection blocked 10.1.223.183:3389 -> 10.0.0.245:123 rule 1042 denied
2026-03-04 01:34:36,172.16.216.51,10.1.226.61,389,80,agarcia,WS-11,PASSWORD_CHANGE,4,25679,51497,A user account password was changed: agarcia on 10.1.226.61
2026-03-04 01:34:48,172.16.54.231,172.16.172.22,445,135,dpetrov,WS-11,PROCESS_EXEC,3,54325,16150,New process: Image cmd.exe run by dpetrov on 172.16.54.231
2026-03-04 01:35:00,10.1.172.35,172.16.143.111,8080,443,agarcia,SRV-12,METADATA_UPDATE,2,0,6366,Agent heartbeat received from 10.1.172.35
2026-03-04 01:35:12,192.168.50.225,10.0.0.189,55996,389,tkim,WS-05,FILE_ACCESS,3,0,23226,tkim accessed file /data/share/backup.sql from 192.168.50.225
2026-03-04 01:35:24,172.16.229.147,172.16.196.117,389,8080,pdasgupta,WS-07,PASSWORD_CHANGE,4,42184,50418,A user account password was changed: pdasgupta on 172.16.196.117
2026-03-04 01:35:36,172.16.131.215,192.168.232.4,445,3389,rlopez,WS-15,PRIVILEGE_USE,4,44939,0,rlopez used privileged command sc query security on 192.168.232.4
2026-03-04 01:35:48,10.1.253.117,192.168.230.41,28073,123,kwilson,SRV-13,PASSWORD_CHANGE,4,41144,28487,A user account password was changed: kwilson on 192.168.230.41
2026-03-04 01:36:00,172.16.5.45,192.168.23.181,3389,8080,dpetrov,WS-05,DNS_QUERY,2,17389,0,DNS query for record A from 172.16.5.45: mail.ext-corp.net
2026-03-04 01:36:12,10.1.101.96,10.0.0.82,138,80,tkim,SRV-01,CONFIG_CHANGE,5,62963,54719,Config change on 10.0.0.82: GPO refresh
2026-03-04 01:36:24,10.0.0.101,172.16.159.57,80,53,rlopez,SRV-00,LOGIN_SUCCESS,2,6955,26201,User rlopez logged on from 10.0.0.101 to 172.16.159.57:53 primary group Users
2026-03-04 01:36:36,10.0.0.225,192.168.191.196,3389,8080,ljohnson,SRV-00,PASSWORD_CHANGE,4,8130,38684,A user account password was changed: ljohnson on 192.168.191.196
2026-03-04 01:36:48,10.1.99.79,10.1.181.64,138,389,dpetrov,SRV-19,CONFIG_CHANGE,5,29400,50972,Config change on 10.1.181.64: wsus client config
2026-03-04 01:37:00,172.16.214.155,192.168.234.253,53,1433,tkim,WS-15,FIREWALL_ALLOW,3,40980,0,Connection allowed 172.16.214.155:53 -> 192.168.234.253:1433 proto tcp zone DMZ->CORP
2026-03-04 01:37:12,10.1.39.187,10.0.0.20,3389,445,jdavis,SRV-19,LOGIN_SUCCESS,2,58073,48200,User jdavis logged on from 10.1.39.187 to 10.0.0.20:445 primary group Users
2026-03-04 01:37:24,192.168.252.166,172.16.107.2,49419,445,svillegas,WS-06,CONFIG_CHANGE,5,25362,23255,Config change on 172.16.107.2: audit policy updated
2026-03-04 01:37:36,172.16.116.72,192.168.125.75,8080,80,kwilson,WS-12,PASSWORD_CHANGE,4,56165,34634,A user account password was changed: kwilson on 192.168.125.75
2026-03-04 01:37:48,192.168.189.230,172.16.252.207,3389,53,kwilson,WS-10,PASSWORD_CHANGE,4,20290,42287,A user account password was changed: kwilson on 172.16.252.207
2026-03-04 01:38:00,10.0.0.80,192.168.155.219,51726,8080,svillegas,SRV-00,LOGIN_SUCCESS,2,46934,41662,User svillegas logged on from 10.0.0.80 to 192.168.155.219:8080 primary group Users
2026-03-04 01:38:12,192.168.53.240,10.0.0.35,443,123,tkim,WS-00,DNS_QUERY,2,20889,52876,DNS query for record A from 192.168.53.240: www.docs-grp.local
2026-03-04 01:38:24,10.1.157.114,10.0.0.226,445,8080,mchen,SRV-17,DNS_QUERY,2,47290,62240,DNS query for record A from 10.1.157.114: www.docs-grp.local
2026-03-04 01:38:36,172.16.86.3,10.1.27.81,123,445,msilva,WS-03,METADATA_UPDATE,2,0,31958,Agent heartbeat received from 172.16.86.3
2026-03-04 01:38:48,10.1.197.6,10.1.8.174,138,1433,jdavis,SRV-17,METADATA_UPDATE,2,0,0,Agent heartbeat received from 10.1.197.6
2026-03-04 01:39:00,172.16.54.244,10.1.56.248,3389,53,rlopez,WS-04,FIREWALL_ALLOW,3,0,49146,Connection allowed 172.16.54.244:3389 -> 10.1.56.248:53 proto tcp zone DMZ->CORP
2026-03-04 01:39:12,10.0.0.176,172.16.1.212,123,53,tkim,SRV-00,CONFIG_CHANGE,5,25232,10793,Config change on 172.16.1.212: audit policy updated
2026-03-04 01:39:24,192.168.132.166,10.1.122.154,53,8080,kwilson,WS-06,CONFIG_CHANGE,5,27941,0,Config change on 10.1.122.154: time sync policy
2026-03-04 01:39:36,192.168.210.5,172.16.247.7,389,8080,msilva,WS-05,DNS_QUERY,2,9452,20152,DNS query for record A from 192.168.210.5: www.docs-grp.local
2026-03-04 01:39:48,10.1.8.224,172.16.140.216,80,80,agarcia,SRV-08,FIREWALL_DENY,7,33018,29837,Connection blocked 10.1.8.224:80 -> 172.16.140.216:80 rule 1042 denied
2026-03-04 01:40:00,10.0.0.244,10.1.97.81,123,8080,ljohnson,SRV-00,FILE_ACCESS,3,41471,15506,ljohnson accessed file /data/share/quarterly.xlsx from 10.0.0.244
2026-03-04 01:40:12,10.0.0.135,10.1.179.82,5168,53,hkobayashi,SRV-00,PRIVILEGE_USE,4,9514,13911,hkobayashi used privileged command sc query security on 10.1.179.82
2026-03-04 01:40:24,10.0.0.203,10.0.0.82,80,3389,hkobayashi,SRV-00,FIREWALL_ALLOW,3,57367,4039,Connection allowed 10.0.0.203:80 -> 10.0.0.82:3389 proto tcp zone DMZ->CORP
2026-03-04 01:40:36,192.168.61.125,192.168.164.176,445,443,agarcia,WS-05,PASSWORD_CHANGE,4,38663,0,A user account password was changed: agarcia on 192.168.164.176
2026-03-04 01:40:48,192.168.177.2,192.168.160.84,138,53,kwilson,WS-02,FIREWALL_ALLOW,3,18530,659,Connection allowed 192.168.177.2:138 -> 192.168.160.84:53 proto tcp zone DMZ->CORP
2026-03-04 01:41:00,172.16.122.179,172.16.35.151,8080,123,svillegas,WS-19,PRIVILEGE_USE,4,0,45069,svillegas used privileged command net user /add on 172.16.35.151
2026-03-04 01:41:12,10.0.0.27,10.1.218.23,8080,443,rlopez,SRV-00,METADATA_UPDATE,2,28939,33127,Agent heartbeat received from 10.0.0.27
2026-03-04 01:41:24,10.1.160.45,192.168.149.90,12909,53,dpetrov,SRV-00,LOGIN_FAILURE,6,0,0,"An account failed to log on. Subject: dpetrov, Logon Type: 3, Workstation: 10.1.160.45"
2026-03-04 01:41:36,10.0.0.8,10.0.0.178,8080,80,tkim,SRV-00,PROCESS_EXEC,3,8829,25875,New process: Image notepad.exe run by tkim on 10.0.0.8
2026-03-04 01:41:48,172.16.91.74,10.0.0.18,138,135,svillegas,WS-14,PROCESS_EXEC,3,30740,9149,New process: Image powershell.exe run by svillegas on 172.16.91.74
2026-03-04 01:42:00,172.16.85.36,192.168.146.113,138,22,mchen,WS-16,PROCESS_EXEC,3,19974,47774,New process: Image svchost.exe run by mchen on 172.16.85.36
2026-03-04 01:42:12,10.0.0.44,172.16.75.195,138,445,rlopez,SRV-00,PASSWORD_CHANGE,4,57163,47118,A user account password was changed: rlopez on 172.16.75.195
2026-03-04 01:42:24,10.0.0.140,10.1.226.155,138,389,kwilson,SRV-00,METADATA_UPDATE,2,47020,63828,Agent heartbeat received from 10.0.0.140
2026-03-04 01:42:36,10.0.0.164,10.1.88.58,12543,80,tkim,SRV-00,LOGIN_FAILURE,6,18350,0,"An account failed to log on. Subject: tkim, Logon Type: 3, Workstation: 10.0.0.164"
2026-03-04 01:42:48,172.16.24.234,10.1.202.236,80,80,dpetrov,WS-14,FIREWALL_ALLOW,3,0,4088,Connection allowed 172.16.24.234:80 -> 10.1.202.236:80 proto tcp zone DMZ->CORP
2026-03-04 01:43:00,192.168.145.27,10.1.128.123,27574,445,svillegas,WS-07,PRIVILEGE_USE,4,0,61879,svillegas used privileged command whoami /priv on 10.1.128.123
2026-03-04 01:43:12,192.168.228.76,172.16.38.9,445,22,kwilson,WS-16,FIREWALL_DENY,7,38141,11869,Connection blocked 192.168.228.76:445 -> 172.16.38.9:22 rule 1042 denied
2026-03-04 01:43:24,10.1.251.201,192.168.199.188,53,8080,rlopez,SRV-11,FIREWALL_DENY,7,21737,18398,Connection blocked 10.1.251.201:53 -> 192.168.199.188:8080 rule 1042 denied
2026-03-04 01:43:36,172.16.120.195,10.0.0.67,12764,22,agarcia,WS-15,PASSWORD_CHANGE,4,19162,63373,A user account password was changed: agarcia on 10.0.0.67
2026-03-04 01:43:48,10.1.253.52,192.168.144.137,123,445,mchen,SRV-13,LOGIN_SUCCESS,2,48422,27102,User mchen logged on from 10.1.253.52 to 192.168.144.137:445 primary group Users
2026-03-04 01:44:00,192.168.220.95,192.168.154.112,123,389,tkim,WS-15,FIREWALL_DENY,7,0,42476,Connection blocked 192.168.220.95:123 -> 192.168.154.112:389 rule 1042 denied
2026-03-04 01:44:12,10.1.247.93,172.16.144.49,3389,3389,msilva,SRV-07,CONFIG_CHANGE,5,22786,49613,Config change on 172.16.144.49: GPO refresh
2026-03-04 01:44:24,10.0.0.214,10.0.0.63,80,123,svillegas,SRV-00,METADATA_UPDATE,2,29215,46255,Agent heartbeat received from 10.0.0.214
2026-03-04 01:44:36,10.1.16.238,10.1.168.51,123,22,mchen,SRV-16,PROCESS_EXEC,3,18214,30145,New process: Image chrome.exe run by mchen on 10.1.16.238
2026-03-04 01:44:48,10.0.0.192,172.16.140.84,445,443,tkim,SRV-00,METADATA_UPDATE,2,47477,15509,Agent heartbeat received from 10.0.0.192
2026-03-04 01:45:00,172.16.199.195,192.168.21.213,138,80,hkobayashi,WS-15,DNS_QUERY,2,62759,21134,DNS query for record A from 172.16.199.195: proxy.edge.local
2026-03-04 01:45:12,10.1.132.214,10.1.79.238,443,22,jdavis,SRV-12,DNS_QUERY,2,17658,5136,DNS query for record A from 10.1.132.214: mail.ext-corp.net
2026-03-04 01:45:24,10.0.0.92,10.0.0.187,443,123,jdavis,SRV-00,PASSWORD_CHANGE,4,0,2440,A user account password was changed: jdavis on 10.0.0.187
2026-03-04 01:45:36,172.16.140.232,10.0.0.67,3389,80,pdasgupta,WS-12,METADATA_UPDATE,2,61789,0,Agent heartbeat received from 172.16.140.232
2026-03-04 01:45:48,192.168.25.150,10.1.4.85,389,22,kwilson,WS-10,DNS_QUERY,2,23839,34671,DNS query for record A from 192.168.25.150: mail.ext-corp.net
2026-03-04 01:46:00,192.168.41.214,10.0.0.74,123,22,pdasgupta,WS-14,METADATA_UPDATE,2,30122,17329,Agent heartbeat received from 192.168.41.214
2026-03-04 01:46:12,192.168.243.79,10.0.0.117,8080,123,msilva,WS-19,LOGIN_SUCCESS,2,19603,23255,User msilva logged on from 192.168.243.79 to 10.0.0.117:123 primary group Users
2026-03-04 01:46:24,10.1.206.240,172.16.106.108,53,123,agarcia,SRV-06,PRIVILEGE_USE,4,15403,17082,agarcia used privileged command whoami /priv on 172.16.106.108
2026-03-04 01:46:36,172.16.99.117,172.16.213.87,389,123,tkim,WS-17,LOGIN_SUCCESS,2,5693,56224,User tkim logged on from 172.16.99.117 to 172.16.213.87:123 primary group Users
2026-03-04 01:46:48,10.1.36.228,10.0.0.30,389,135,dpetrov,SRV-16,PROCESS_EXEC,3,12807,33360,New process: Image cmd.exe run by dpetrov on 10.1.36.228
2026-03-04 01:47:00,172.16.208.63,10.1.114.111,19588,123,dpetrov,WS-03,LOGIN_FAILURE,6,24775,932,"An account failed to log on. Subject: dpetrov, Logon Type: 3, Workstation: 172.16.208.63"
2026-03-04 01:47:12,172.16.166.110,10.0.0.7,8080,53,svillegas,WS-10,CONFIG_CHANGE,5,26924,41405,Config change on 10.0.0.7: time sync policy
2026-03-04 01:47:24,10.0.0.119,172.16.51.98,389,8080,mchen,SRV-00,LOGIN_FAILURE,6,34249,0,"An account failed to log on. Subject: mchen, Logon Type: 3, Workstation: 10.0.0.119"
2026-03-04 01:47:36,10.1.141.175,10.0.0.14,24986,3389,rlopez,SRV-01,PRIVILEGE_USE,4,0,26698,rlopez used privileged command sc query security on 10.0.0.14
2026-03-04 01:47:48,192.168.114.210,10.1.204.97,443,135,tkim,WS-10,CONFIG_CHANGE,5,63407,40193,Config change on 10.1.204.97: GPO refresh
2026-03-04 01:48:00,10.0.0.27,10.0.0.232,443,8080,pdasgupta,SRV-00,FILE_ACCESS,3,30116,21206,pdasgupta accessed file /data/share/quarterly.xlsx from 10.0.0.27
2026-03-04 01:48:12,10.0.0.100,10.0.0.163,138,123,dpetrov,SRV-00,CONFIG_CHANGE,5,6822,693,Config change on 10.0.0.163: audit policy updated
2026-03-04 01:48:24,10.0.0.4,10.1.208.185,61701,1433,kwilson,SRV-00,PROCESS_EXEC,3,34483,10490,New process: Image outlook.exe run by kwilson on 10.0.0.4
2026-03-04 01:48:36,192.168.165.143,10.0.0.180,389,22,jdavis,WS-03,FILE_ACCESS,3,37548,7531,jdavis accessed file /data/share/backup.sql from 192.168.165.143
2026-03-04 01:48:48,10.0.0.195,172.16.25.84,53,445,hkobayashi,SRV-00,PROCESS_EXEC,3,0,0,New process: Image outlook.exe run by hkobayashi on 10.0.0.195
2026-03-04 01:49:00,192.168.239.107,10.1.102.94,3226,123,ljohnson,WS-07,DNS_QUERY,2,30365,4726,DNS query for record A from 192.168.239.107: git.internal.corp
2026-03-04 01:49:12,10.0.0.206,192.168.205.183,443,80,dpetrov,SRV-00,METADATA_UPDATE,2,0,46285,Agent heartbeat received from 10.0.0.206
2026-03-04 01:49:24,172.16.65.228,192.168.219.120,27595,445,hkobayashi,WS-08,FILE_ACCESS,3,8993,0,hkobayashi accessed file /data/share/config.json from 172.16.65.228
2026-03-04 01:49:36,10.0.0.214,172.16.79.176,60990,135,pdasgupta,SRV-00,CONFIG_CHANGE,5,36242,25496,Config change on 172.16.79.176: time sync policy
2026-03-04 01:49:48,10.0.0.112,10.0.0.7,3389,443,rlopez,SRV-00,PRIVILEGE_USE,4,13954,38568,rlopez used privileged command sc query security on 10.0.0.7
2026-03-04 01:50:00,192.168.116.235,172.16.181.116,3389,123,msilva,WS-15,CONFIG_CHANGE,5,32786,49424,Config change on 172.16.181.116: time sync policy
2026-03-04 01:50:12,172.16.247.243,10.0.0.58,123,8080,dpetrov,WS-03,FIREWALL_DENY,7,3584,33792,Connection blocked 172.16.247.243:123 -> 10.0.0.58:8080 rule 1042 denied
2026-03-04 01:50:24,10.0.0.96,172.16.47.172,445,8080,msilva,SRV-00,FILE_ACCESS,3,41383,46281,msilva accessed file /data/share/quarterly.xlsx from 10.0.0.96
2026-03-04 01:50:36,192.168.149.125,172.16.48.171,3389,80,pdasgupta,WS-05,FIREWALL_ALLOW,3,44825,23394,Connection allowed 192.168.149.125:3389 -> 172.16.48.171:80 proto tcp zone DMZ->CORP
2026-03-04 01:50:48,192.168.77.205,10.1.137.138,445,22,agarcia,WS-05,FIREWALL_DENY,7,24925,26170,Connection blocked 192.168.77.205:445 -> 10.1.137.138:22 rule 1042 denied
2026-03-04 01:51:00,192.168.72.102,10.0.0.221,3389,445,dpetrov,WS-02,DNS_QUERY,2,32728,46665,DNS query for record A from 192.168.72.102: mail.ext-corp.net
2026-03-04 01:51:12,10.1.178.189,10.1.113.16,80,8080,msilva,SRV-18,LOGIN_FAILURE,6,0,868,"An account failed to log on. Subject: msilva, Logon Type: 3, Workstation: 10.1.178.189"
2026-03-04 01:51:24,192.168.198.69,10.0.0.189,123,135,tkim,WS-09,LOGIN_SUCCESS,2,64532,0,User tkim logged on from 192.168.198.69 to 10.0.0.189:135 primary group Users
2026-03-04 01:51:36,172.16.195.141,192.168.63.101,443,123,svillegas,WS-01,FIREWALL_ALLOW,3,29110,16809,Connection allowed 172.16.195.141:443 -> 192.168.63.101:123 proto tcp zone DMZ->CORP
2026-03-04 01:51:48,192.168.77.106,10.0.0.16,389,389,jdavis,WS-06,CONFIG_CHANGE,5,0,45519,Config change on 10.0.0.16: time sync policy
2026-03-04 01:52:00,172.16.224.80,10.0.0.249,80,123,hkobayashi,WS-00,PASSWORD_CHANGE,4,1103,27623,A user account password was changed: hkobayashi on 10.0.0.249
2026-03-04 01:52:12,10.0.0.6,10.1.7.42,138,135,rlopez,SRV-00,PRIVILEGE_USE,4,34039,34452,rlopez used privileged command net user /add on 10.1.7.42
2026-03-04 01:52:24,172.16.49.182,10.1.242.178,63842,135,ljohnson,WS-02,PROCESS_EXEC,3,65374,54931,New process: Image notepad.exe run by ljohnson on 172.16.49.182
2026-03-04 01:52:36,172.16.223.7,10.1.91.183,389,3389,mchen,WS-07,FIREWALL_DENY,7,17188,0,Connection blocked 172.16.223.7:389 -> 10.1.91.183:3389 rule 1042 denied
2026-03-04 01:52:48,172.16.66.172,10.1.74.173,80,3389,hkobayashi,WS-12,DNS_QUERY,2,56651,0,DNS query for record A from 172.16.66.172: mail.ext-corp.net
2026-03-04 01:53:00,10.1.189.20,10.1.187.215,53,443,kwilson,SRV-09,PASSWORD_CHANGE,4,17625,0,A user account password was changed: kwilson on 10.1.187.215
2026-03-04 01:53:12,172.16.166.41,10.1.94.198,138,389,hkobayashi,WS-01,CONFIG_CHANGE,5,6253,21409,Config change on 10.1.94.198: audit policy updated
2026-03-04 01:53:24,192.168.65.76,10.0.0.209,80,389,dpetrov,WS-16,FIREWALL_ALLOW,3,34048,33779,Connection allowed 192.168.65.76:80 -> 10.0.0.209:389 proto tcp zone DMZ->CORP
2026-03-04 01:53:36,192.168.177.87,10.0.0.147,80,135,mchen,WS-07,LOGIN_SUCCESS,2,0,0,User mchen logged on from 192.168.177.87 to 10.0.0.147:135 primary group Users
2026-03-04 01:53:48,10.1.92.202,10.1.231.178,8080,443,dpetrov,SRV-12,PRIVILEGE_USE,4,0,42610,dpetrov used privileged command whoami /priv on 10.1.231.178
2026-03-04 01:54:00,10.0.0.136,192.168.96.238,123,80,tkim,SRV-00,PROCESS_EXEC,3,37555,18985,New process: Image powershell.exe run by tkim on 10.0.0.136
2026-03-04 01:54:12,10.1.196.65,10.1.235.11,28668,22,hkobayashi,SRV-16,FIREWALL_DENY,7,9351,45039,Connection blocked 10.1.196.65:28668 -> 10.1.235.11:22 rule 1042 denied
2026-03-04 01:54:24,192.168.210.98,10.1.101.93,3389,3389,dpetrov,WS-18,FIREWALL_DENY,7,51833,58313,Connection blocked 192.168.210.98:3389 -> 10.1.101.93:3389 rule 1042 denied
2026-03-04 01:54:36,10.0.0.199,10.0.0.91,123,1433,mchen,SRV-00,PRIVILEGE_USE,4,3027,30753,mchen used privileged command whoami /priv on 10.0.0.91
2026-03-04 01:54:48,192.168.154.99,192.168.7.109,443,1433,ljohnson,WS-19,LOGIN_FAILURE,6,8361,0,"An account failed to log on. Subject: ljohnson, Logon Type: 3, Workstation: 192.168.154.99"
2026-03-04 01:55:00,10.0.0.187,192.168.18.70,53,1433,agarcia,SRV-00,CONFIG_CHANGE,5,10911,20352,Config change on 192.168.18.70: audit policy updated
2026-03-04 01:55:12,10.1.165.220,172.16.204.162,445,445,hkobayashi,SRV-05,FILE_ACCESS,3,58085,17206,hkobayashi accessed file /data/share/backup.sql from 10.1.165.220
2026-03-04 01:55:24,10.0.0.212,10.1.246.71,138,135,jdavis,SRV-00,LOGIN_SUCCESS,2,0,35705,User jdavis logged on from 10.0.0.212 to 10.1.246.71:135 primary group Users
2026-03-04 01:55:36,10.1.39.239,10.0.0.55,8080,443,tkim,SRV-19,PROCESS_EXEC,3,59840,57013,New process: Image outlook.exe run by tkim on 10.1.39.239
2026-03-04 01:55:48,172.16.203.141,192.168.32.200,3389,135,hkobayashi,WS-01,METADATA_UPDATE,2,29770,57915,Agent heartbeat received from 172.16.203.141
2026-03-04 01:56:00,10.1.142.93,172.16.39.127,3389,443,ljohnson,SRV-02,FIREWALL_DENY,7,12,17865,Connection blocked 10.1.142.93:3389 -> 172.16.39.127:443 rule 1042 denied
2026-03-04 01:56:12,10.1.97.9,192.168.182.75,8080,53,mchen,SRV-17,FIREWALL_ALLOW,3,64478,0,Connection allowed 10.1.97.9:8080 -> 192.168.182.75:53 proto tcp zone DMZ->CORP
2026-03-04 01:56:24,172.16.111.142,10.1.185.108,389,3389,agarcia,WS-02,FIREWALL_ALLOW,3,946,24716,Connection allowed 172.16.111.142:389 -> 10.1.185.108:3389 proto tcp zone DMZ->CORP
2026-03-04 01:56:36,172.16.112.37,192.168.206.90,389,445,rlopez,WS-17,CONFIG_CHANGE,5,51081,28913,Config change on 192.168.206.90: GPO refresh
2026-03-04 01:56:48,10.1.209.154,172.16.206.3,445,123,msilva,SRV-09,FILE_ACCESS,3,35633,35235,msilva accessed file /data/share/reports/2026-03.csv from 10.1.209.154
2026-03-04 01:57:00,10.0.0.217,10.0.0.165,443,3389,dpetrov,SRV-00,LOGIN_FAILURE,6,59682,35669,"An account failed to log on. Subject: dpetrov, Logon Type: 3, Workstation: 10.0.0.217"
2026-03-04 01:57:12,192.168.172.9,10.1.111.64,445,135,pdasgupta,WS-09,PRIVILEGE_USE,4,6505,0,pdasgupta used privileged command net user /add on 10.1.111.64
2026-03-04 01:57:24,10.1.189.10,10.0.0.226,3389,443,kwilson,SRV-09,LOGIN_FAILURE,6,1075,19750,"An account failed to log on. Subject: kwilson, Logon Type: 3, Workstation: 10.1.189.10"
2026-03-04 01:57:36,192.168.29.111,10.1.210.55,138,1433,jdavis,WS-11,PROCESS_EXEC,3,65325,0,New process: Image cmd.exe run by jdavis on 192.168.29.111
2026-03-04 01:57:48,172.16.64.209,10.1.160.77,80,443,pdasgupta,WS-09,LOGIN_SUCCESS,2,51435,61623,User pdasgupta logged on from 172.16.64.209 to 10.1.160.77:443 primary group Users
2026-03-04 01:58:00,172.16.89.48,10.1.225.247,3389,1433,kwilson,WS-08,DNS_QUERY,2,15985,0,DNS query for record A from 172.16.89.48: mail.ext-corp.net
2026-03-04 01:58:12,172.16.58.197,192.168.148.221,53,445,rlopez,WS-17,PROCESS_EXEC,3,12315,27321,New process: Image cmd.exe run by rlopez on 172.16.58.197
